site;dominio;ranking;readability
Google;stack;Top1;0.8629
Bing;tuto;Top2;0.8559
Google;geeks;Top3;0.8178
Yahoo;code;Top4;0.4656
Google;stack;Top2;0.1321
Yahoo;geeks;Top3;0.8063
Bing;stack;Top2;0.7793
Yahoo;stack;Top1;0.7793
Bing;stack;Top3;0.8762
Google;stack;Top1;0.6421
Yahoo;stack;Top2;0.6987
Bing;stack;Top3;0.6987
Google;stack;Top2;0.6987
Google;stack;Top4;0.7119
Bing;stack;Top5;0.9320
Google;tuto;Top5;0.5183
Yahoo;stack;Top5;0.9320
Bing;geeks;Top2;0.8607
Bing;tuto;Top1;0.5183
Yahoo;geeks;Top1;0.8607
Yahoo;tuto;Top2;0.5183
Google;geeks;Top2;0.8607
Bing;code;Top4;0.7665
Yahoo;geeks;Top3;0.9352
Bing;geeks;Top3;0.9352
Google;stack;Top2;0.7665
Google;code;Top5;0.7665
Yahoo;code;Top5;0.8203
Bing;code;Top5;0.8203
Yahoo;code;Top4;0.7665
Yahoo;stack;Top2;0.7610
Google;stack;Top3;0.7610
Bing;javat;Top2;0.8095
Google;javat;Top2;0.8095
Google;geeks;Top1;0.7907
Yahoo;javat;Top1;0.8095
Bing;geeks;Top5;0.9146
Google;tuto;Top3;0.7988
Google;tuto;Top3;0.9549
Bing;tuto;Top2;0.9549
Bing;geeks;Top5;0.8994
Bing;javat;Top1;0.8806
Yahoo;tuto;Top3;0.9549
Google;javat;Top2;0.8806
Yahoo;javat;Top2;0.8806
Bing;stack;Top1;0.3109
Yahoo;stack;Top1;0.3109
Google;stack;Top1;0.6762
Google;javat;Top1;0.8677
Bing;javat;Top5;0.8677
Yahoo;code;Top4;0.4411
Bing;javat;Top3;0.8634
Bing;geeks;Top2;0.8000
Google;stack;Top2;0.7934
Yahoo;tuto;Top1;0.5307
Yahoo;geeks;Top4;0.9329
Bing;stack;Top3;0.7905
Google;geeks;Top3;0.9329
Google;tuto;Top4;0.9549
Yahoo;tuto;Top3;0.9549
Google;geeks;Top2;0.9344
Bing;tuto;Top2;0.9549
Google;javat;Top3;0.8806
Google;javat;Top4;0.9706
Google;geeks;Top3;0.9169
Yahoo;stack;Top5;0.7481
Bing;stack;Top5;0.7481
Yahoo;stack;Top2;0.8426
Google;stack;Top2;0.7846
Yahoo;stack;Top3;0.7846
Yahoo;geeks;Top1;0.7613
Bing;geeks;Top1;0.8830
Google;geeks;Top1;0.7613
Google;stack;Top4;0.9260
Bing;stack;Top1;0.7464
Yahoo;stack;Top1;0.7464
Google;stack;Top1;0.7464
Bing;geeks;Top2;0.8785
Bing;stack;Top1;0.0708
Google;stack;Top1;0.0708
Yahoo;tuto;Top2;0.3379
Yahoo;stack;Top1;0.0708
Bing;geeks;Top2;0.7243
Google;geeks;Top1;0.7243
Google;geeks;Top2;0.8301
Bing;stack;Top1;0.4100
Yahoo;geeks;Top1;0.7243
Yahoo;stack;Top5;0.7354
Yahoo;stack;Top5;0.5476
Yahoo;stack;Top1;0.4135
Google;stack;Top2;0.9043
Bing;stack;Top2;0.4135
Yahoo;tuto;Top3;0.8705
Bing;tuto;Top3;0.8705
Bing;geeks;Top1;0.8147
Google;geeks;Top1;0.7624
Yahoo;stack;Top2;0.8753
Google;code;Top5;0.8528
Google;stack;Top2;0.9202
Bing;stack;Top3;0.9449
Yahoo;stack;Top4;0.9449
Google;tuto;Top5;0.8931
Yahoo;stack;Top1;0.8398
Google;stack;Top1;0.5852
Bing;stack;Top3;0.7724
Yahoo;javat;Top1;0.8177
Google;code;Top5;0.0410
Yahoo;geeks;Top4;0.8967
Google;javat;Top3;0.8177
Google;code;Top4;0.6747
Bing;geeks;Top5;0.8967
Yahoo;code;Top5;0.0690
Bing;javat;Top1;0.8177
Google;stack;Top2;0.7339
Yahoo;code;Top2;0.6747
Bing;code;Top3;0.6747
Bing;code;Top4;0.0690
Bing;code;Top2;0.0171
Yahoo;code;Top3;0.0171
Google;geeks;Top1;0.8967
Bing;stack;Top3;0.6883
Yahoo;stack;Top4;0.7167
Google;stack;Top2;0.8729
Yahoo;stack;Top5;0.7717
Google;tuto;Top2;0.7310
Yahoo;tuto;Top4;0.2160
Yahoo;stack;Top3;0.4890
Bing;stack;Top4;0.4890
Bing;tuto;Top2;0.7310
Google;stack;Top1;0.4890
Yahoo;tuto;Top1;0.7310
Bing;tuto;Top5;0.2160
Bing;javat;Top2;0.7771
Google;geeks;Top1;0.9135
Bing;javat;Top1;0.7771
Yahoo;stack;Top5;0.7369
Yahoo;javat;Top1;0.7771
Google;code;Top5;0.9179
Google;stack;Top2;0.8044
Yahoo;tuto;Top3;0.6144
Google;stack;Top2;0.7680
Google;tuto;Top4;0.6144
Bing;tuto;Top4;0.6144
Yahoo;geeks;Top4;0.5847
Google;stack;Top4;0.6656
Bing;stack;Top4;0.8788
Google;stack;Top3;0.6777
Bing;stack;Top1;0.6656
Bing;geeks;Top5;0.5847
Yahoo;stack;Top1;0.6656
Bing;stack;Top4;0.9586
Yahoo;code;Top2;0.8231
Bing;code;Top2;0.8231
Google;code;Top4;0.8231
Yahoo;stack;Top1;0.5617
Google;stack;Top1;0.5617
Bing;stack;Top3;0.8179
Yahoo;stack;Top2;0.7205
Bing;stack;Top5;0.6554
Bing;stack;Top2;0.5038
Yahoo;stack;Top2;0.8838
Google;geeks;Top1;0.8982
Yahoo;geeks;Top1;0.8982
Yahoo;tuto;Top5;0.3875
Bing;stack;Top4;0.5923
Yahoo;code;Top3;0.8839
Yahoo;code;Top4;0.7646
Google;code;Top3;0.7646
Google;code;Top4;0.7646
Bing;stack;Top3;0.6728
Yahoo;geeks;Top2;0.8982
Yahoo;stack;Top4;0.8082
Google;geeks;Top2;0.9549
Google;geeks;Top1;0.8982
Yahoo;stack;Top1;0.8838
Bing;stack;Top1;0.5923
Google;geeks;Top1;0.8982
Yahoo;stack;Top3;0.8885
Yahoo;geeks;Top2;0.8982
Bing;geeks;Top1;0.8936
Google;stack;Top3;0.8346
Bing;javat;Top5;0.9160
Bing;stack;Top3;0.5086
Bing;javat;Top2;0.8634
Yahoo;stack;Top2;0.7728
Yahoo;geeks;Top5;0.8982
Google;geeks;Top3;0.8982
Bing;stack;Top1;0.5931
Google;stack;Top1;0.7114
Yahoo;stack;Top4;0.8885
Yahoo;tuto;Top2;0.6064
Yahoo;geeks;Top1;0.8975
Google;geeks;Top2;0.8975
Yahoo;geeks;Top2;0.8982
Yahoo;tuto;Top4;0.3875
Google;geeks;Top1;0.8982
Yahoo;code;Top3;0.8139
Google;code;Top2;0.9321
Google;code;Top3;0.4186
Bing;stack;Top5;0.6351
Google;stack;Top4;0.7114
Yahoo;stack;Top1;0.5179
Yahoo;code;Top5;0.8839
Yahoo;code;Top4;0.8082
Google;geeks;Top1;0.8982
Yahoo;code;Top5;0.8839
Google;stack;Top2;0.7114
Bing;tuto;Top3;0.3875
Google;code;Top4;0.8082
Bing;geeks;Top2;0.8982
Bing;code;Top5;0.8082
Google;code;Top5;0.9321
Yahoo;geeks;Top2;0.8982
Yahoo;tuto;Top1;0.3875
Yahoo;stack;Top3;0.5179
Google;code;Top4;0.9321
Bing;code;Top1;0.9321
Google;stack;Top1;0.7114
Google;code;Top3;0.4186
Bing;stack;Top3;0.8906
Bing;code;Top2;0.8082
Google;geeks;Top5;0.8982
Bing;geeks;Top5;0.7102
Yahoo;code;Top1;0.9321
Yahoo;code;Top2;0.8082
Yahoo;geeks;Top5;0.7102
Google;javat;Top4;0.8806
Bing;geeks;Top1;0.9096
Bing;stack;Top1;0.3045
Yahoo;stack;Top1;0.3045
Google;stack;Top1;0.3045
Bing;stack;Top2;0.3045
Bing;stack;Top4;0.9311
Yahoo;stack;Top1;0.3045
Google;stack;Top1;0.3045
Google;geeks;Top2;0.8388
Bing;javat;Top1;0.8931
Yahoo;javat;Top1;0.8931
Google;javat;Top1;0.8931
Google;tuto;Top4;0.5865
Bing;stack;Top3;0.7104
Yahoo;geeks;Top4;0.4765
Bing;geeks;Top2;0.8553
Google;stack;Top3;0.7104
Google;geeks;Top5;0.8371
Bing;geeks;Top1;0.4765
Yahoo;javat;Top5;0.6471
Bing;tuto;Top4;0.8498
Bing;stack;Top1;0.6182
Google;stack;Top3;0.3104
Yahoo;stack;Top1;0.6182
Google;code;Top4;0.9142
Bing;stack;Top5;0.6214
Google;code;Top5;0.9142
Yahoo;code;Top2;0.9142
Yahoo;stack;Top5;0.6214
Yahoo;stack;Top4;0.3104
Bing;stack;Top4;0.3104
Google;stack;Top5;0.6709
Bing;stack;Top1;0.6942
Yahoo;stack;Top2;0.6633
Google;geeks;Top4;0.7482
Bing;geeks;Top2;0.7482
Yahoo;geeks;Top5;0.7482
Google;geeks;Top3;0.8051
Google;tuto;Top2;0.8792
Bing;tuto;Top3;0.8792
Bing;geeks;Top4;0.9469
Bing;stack;Top1;0.4891
Yahoo;tuto;Top1;0.8792
Bing;stack;Top2;0.7695
Google;geeks;Top2;0.8390
Google;stack;Top1;0.7494
Yahoo;stack;Top5;0.7494
Yahoo;geeks;Top3;0.8390
Google;geeks;Top2;0.9243
Bing;code;Top5;0.6643
Bing;code;Top1;0.9235
Bing;geeks;Top2;0.9243
Yahoo;geeks;Top4;0.9243
Yahoo;code;Top2;0.9235
Yahoo;code;Top1;0.9235
Yahoo;code;Top3;0.9883
Bing;code;Top4;0.9883
Yahoo;stack;Top4;0.6984
Google;stack;Top2;0.6984
Bing;tuto;Top1;0.8213
Yahoo;geeks;Top1;0.8632
Google;geeks;Top1;0.8632
Bing;tuto;Top2;0.8505
Yahoo;stack;Top1;0.6579
Bing;stack;Top4;0.4365
Bing;stack;Top1;0.8801
Google;stack;Top4;0.7580
Bing;stack;Top3;0.4717
Yahoo;stack;Top5;0.4365
Yahoo;javat;Top1;0.8667
Google;javat;Top2;0.8667
Bing;javat;Top2;0.8667
Google;stack;Top4;0.6822
Google;geeks;Top2;0.8427
Bing;geeks;Top1;0.8427
Yahoo;geeks;Top1;0.8427
Google;javat;Top1;0.7037
Google;stack;Top4;0.7517
Bing;javat;Top2;0.7037
Bing;stack;Top5;0.8418
Yahoo;stack;Top1;0.7517
Google;code;Top5;0.8799
Bing;tuto;Top3;0.8380
Google;javat;Top1;0.9079
Bing;javat;Top5;0.9187
Bing;tuto;Top2;0.7888
Yahoo;javat;Top5;0.9079
Yahoo;geeks;Top3;0.8511
Bing;geeks;Top1;0.8511
Bing;stack;Top4;0.8530
Bing;geeks;Top5;0.8511
Google;javat;Top1;0.8588
Yahoo;stack;Top4;0.8530
Yahoo;code;Top5;0.9100
Google;geeks;Top3;0.8511
Yahoo;stack;Top1;0.4400
Google;geeks;Top4;0.8936
Google;stack;Top3;0.7955
Yahoo;tuto;Top5;0.5712
Yahoo;stack;Top4;0.9499
Yahoo;stack;Top3;0.7446
Google;stack;Top5;0.7954
Yahoo;stack;Top5;0.9250
Yahoo;code;Top4;0.2168
Yahoo;geeks;Top1;0.7102
Bing;geeks;Top1;0.7102
Google;stack;Top4;0.8751
Yahoo;code;Top3;0.2168
Yahoo;code;Top5;0.7190
Google;geeks;Top2;0.7102
Bing;code;Top4;0.2168
Bing;code;Top3;0.2168
Bing;stack;Top2;0.7162
Bing;code;Top5;0.7190
Yahoo;stack;Top2;0.7162
Yahoo;stack;Top3;0.9328
Google;stack;Top1;0.9328
Bing;javat;Top5;0.9079
Bing;stack;Top3;0.9328
Google;tuto;Top5;0.5169
Yahoo;stack;Top4;0.4114
Yahoo;code;Top3;0.8402
Bing;tuto;Top2;0.7824
Yahoo;javat;Top1;0.9093
Yahoo;tuto;Top5;0.8990
Google;javat;Top5;0.9093
Yahoo;tuto;Top2;0.8753
Google;tuto;Top3;0.8753
Bing;stack;Top1;0.6130
Yahoo;geeks;Top5;0.8643
Bing;tuto;Top2;0.7662
Bing;stack;Top4;0.8353
Bing;stack;Top3;0.9110
Yahoo;stack;Top3;0.9110
Google;stack;Top3;0.9110
Google;tuto;Top3;0.8953
Google;geeks;Top4;0.9355
Yahoo;stack;Top2;0.7471
Google;stack;Top4;0.7955
Yahoo;geeks;Top5;0.7457
Google;geeks;Top1;0.8936
Bing;geeks;Top5;0.8936
Yahoo;geeks;Top4;0.8936
Yahoo;geeks;Top2;0.8443
Bing;geeks;Top2;0.8443
Google;geeks;Top3;0.8257
Yahoo;code;Top5;0.2941
Google;geeks;Top2;0.8881
Yahoo;geeks;Top1;0.8881
Bing;javat;Top3;0.8634
Google;stack;Top1;0.9392
Yahoo;stack;Top1;0.9106
Yahoo;geeks;Top5;0.9274
Bing;stack;Top1;0.9106
Bing;geeks;Top5;0.9274
Bing;geeks;Top4;0.8763
Yahoo;javat;Top3;0.8634
Yahoo;geeks;Top4;0.8763
Bing;javat;Top4;0.8521
Yahoo;javat;Top2;0.8521
Google;javat;Top2;0.8521
Google;geeks;Top5;0.9022
Bing;geeks;Top2;0.9536
Yahoo;stack;Top4;0.7832
Bing;geeks;Top3;0.9007
Google;stack;Top2;0.2552
Google;stack;Top2;0.7421
Yahoo;javat;Top4;0.8515
Google;tuto;Top5;0.9323
Google;stack;Top3;0.8582
Yahoo;stack;Top4;0.8582
Google;javat;Top2;0.4924
Google;stack;Top5;0.5100
Bing;javat;Top3;0.6471
Yahoo;stack;Top2;0.5660
Bing;javat;Top4;0.5881
Yahoo;stack;Top2;0.9084
Yahoo;tuto;Top4;0.4580
Bing;stack;Top2;0.9084
Bing;stack;Top5;0.7967
Google;code;Top4;0.7477
Google;code;Top5;0.7819
Google;stack;Top2;0.8128
Bing;javat;Top1;0.6584
Bing;javat;Top2;0.6584
Yahoo;javat;Top1;0.6584
Yahoo;stack;Top4;0.7967
Yahoo;geeks;Top5;0.9339
Google;javat;Top1;0.6584
Bing;stack;Top4;0.6560
Bing;geeks;Top3;0.8693
Google;javat;Top3;0.9997
Yahoo;geeks;Top1;0.9273
Yahoo;stack;Top4;0.8503
Bing;geeks;Top5;0.7403
Google;geeks;Top1;0.9273
Yahoo;javat;Top2;0.9997
Bing;stack;Top2;0.9392
Yahoo;stack;Top1;0.9222
Yahoo;stack;Top4;0.7889
Google;stack;Top5;0.7319
Google;stack;Top4;0.9222
Bing;stack;Top4;0.8486
Yahoo;tuto;Top4;0.9883
Bing;stack;Top4;0.8011
Yahoo;stack;Top3;0.1027
Bing;stack;Top4;0.8538
Yahoo;stack;Top4;0.8538
Google;tuto;Top3;0.9793
Yahoo;stack;Top5;0.1428
Yahoo;stack;Top4;0.9600
Bing;javat;Top1;0.8563
Yahoo;javat;Top1;0.8563
Bing;stack;Top5;0.9246
Google;javat;Top3;0.9999
Google;javat;Top2;0.8563
Bing;stack;Top4;0.9600
Bing;geeks;Top2;0.9357
Yahoo;stack;Top1;0.3635
Google;javat;Top5;0.7668
Bing;stack;Top5;0.9633
Google;stack;Top2;0.3635
Yahoo;tuto;Top5;0.3698
Yahoo;stack;Top4;0.7273
Bing;geeks;Top5;0.6933
Bing;stack;Top4;0.1316
Google;geeks;Top3;0.7581
Google;geeks;Top2;0.7017
Bing;stack;Top5;0.2152
Yahoo;stack;Top4;0.2152
Google;stack;Top1;0.4621
Yahoo;stack;Top5;0.1316
Bing;stack;Top3;0.0401
Yahoo;stack;Top3;0.0401
Bing;geeks;Top2;0.7482
Google;stack;Top3;0.6397
Yahoo;stack;Top5;0.8070
Yahoo;stack;Top1;0.5221
Google;javat;Top4;0.5764
Google;stack;Top5;0.4614
Bing;javat;Top3;0.5764
Yahoo;javat;Top1;0.5764
Google;geeks;Top4;0.8785
Google;stack;Top3;0.3958
Bing;tuto;Top1;0.8722
Google;javat;Top5;0.2836
Bing;geeks;Top4;0.9697
Yahoo;tuto;Top1;0.8722
Bing;geeks;Top3;0.8785
Yahoo;stack;Top2;0.5083
Bing;stack;Top2;0.5083
Google;geeks;Top1;0.8936
Yahoo;stack;Top3;0.9499
Google;stack;Top3;0.7955
Bing;geeks;Top5;0.8936
Bing;stack;Top3;0.9499
Yahoo;geeks;Top5;0.8936
Bing;tuto;Top1;0.5712
Yahoo;tuto;Top2;0.5712
Google;geeks;Top1;0.8936
Google;stack;Top4;0.7955
Bing;geeks;Top4;0.9505
Google;geeks;Top3;0.8945
Bing;tuto;Top1;0.6777
Google;geeks;Top4;0.8830
Yahoo;stack;Top5;0.5628
Yahoo;stack;Top1;0.3395
Google;stack;Top1;0.3395
Google;stack;Top2;0.7900
Bing;stack;Top5;0.7779
Yahoo;stack;Top5;0.7779
Google;stack;Top3;0.6185
Yahoo;stack;Top4;0.9357
Google;stack;Top2;0.6935
Bing;stack;Top5;0.6130
Yahoo;code;Top4;0.8559
Yahoo;stack;Top1;0.8107
Google;code;Top3;0.9069
Yahoo;tuto;Top5;0.5108
Google;stack;Top1;0.7617
Yahoo;stack;Top5;0.7617
Bing;stack;Top4;0.7617
Google;geeks;Top4;0.9371
Google;stack;Top5;0.6737
Google;javat;Top2;0.8563
Bing;geeks;Top5;0.9505
Bing;stack;Top4;0.8848
Yahoo;javat;Top4;0.9999
Yahoo;javat;Top1;0.8563
Google;stack;Top2;0.6102
Bing;geeks;Top1;0.7337
Yahoo;geeks;Top2;0.7337
Google;stack;Top4;0.7928
Google;geeks;Top1;0.7337
Bing;stack;Top2;0.7928
Yahoo;stack;Top1;0.7928
Bing;geeks;Top3;0.7337
Google;code;Top3;0.6282
Google;stack;Top3;0.1276
Bing;geeks;Top1;0.7337
Bing;geeks;Top2;0.7337
Bing;stack;Top3;0.7928
Yahoo;stack;Top2;0.7928
Google;geeks;Top2;0.7337
Yahoo;geeks;Top5;0.7989
Bing;geeks;Top5;0.7989
Google;code;Top1;0.6282
Yahoo;geeks;Top1;0.7337
Yahoo;geeks;Top4;0.7457
Google;javat;Top1;0.9991
Yahoo;geeks;Top4;0.9288
Yahoo;javat;Top2;0.9991
Google;geeks;Top3;0.9444
Bing;stack;Top4;0.8395
Bing;geeks;Top1;0.9444
Yahoo;geeks;Top5;0.9444
Yahoo;javat;Top3;0.9093
Yahoo;stack;Top5;0.5347
Yahoo;javat;Top4;0.7837
Google;javat;Top3;0.7837
Bing;javat;Top4;0.7837
Yahoo;tuto;Top3;0.8855
Google;javat;Top1;0.8855
Yahoo;javat;Top2;0.8855
Google;tuto;Top3;0.8855
Google;javat;Top5;0.5510
Yahoo;geeks;Top5;0.9292
Yahoo;geeks;Top2;0.8690
Google;stack;Top2;0.7172
Yahoo;stack;Top1;0.6855
Bing;stack;Top2;0.7003
Yahoo;stack;Top4;0.6371
Yahoo;code;Top5;0.6351
Yahoo;geeks;Top1;0.7694
Google;geeks;Top2;0.7694
Google;stack;Top5;0.9599
Bing;geeks;Top2;0.7694
Bing;tuto;Top4;0.7694
Bing;stack;Top1;0.9204
Google;stack;Top4;0.8255
Google;stack;Top1;0.6754
Bing;tuto;Top2;0.5785
Yahoo;stack;Top3;0.5568
Google;stack;Top4;0.6768
Yahoo;stack;Top1;0.6768
Yahoo;stack;Top3;0.6754
Bing;stack;Top3;0.7857
Google;stack;Top1;0.6754
Google;stack;Top1;0.6768
Yahoo;stack;Top4;0.8001
Bing;stack;Top2;0.0257
Yahoo;stack;Top1;0.6768
Yahoo;stack;Top2;0.0046
Google;geeks;Top1;0.7739
Bing;stack;Top2;0.0046
Google;javat;Top3;0.6136
Yahoo;stack;Top3;0.7579
Google;stack;Top4;0.7579
Bing;tuto;Top1;0.5903
Bing;stack;Top3;0.7579
Yahoo;javat;Top1;0.9336
Yahoo;tuto;Top2;0.5903
Bing;geeks;Top2;0.8629
Yahoo;geeks;Top4;0.8629
Bing;geeks;Top3;0.8987
Google;stack;Top2;0.0251
Yahoo;geeks;Top2;0.8987
Google;geeks;Top1;0.8987
Bing;tuto;Top2;0.7047
Yahoo;tuto;Top1;0.7047
Bing;stack;Top4;0.1717
Google;tuto;Top3;0.7047
Yahoo;code;Top5;0.7047
Yahoo;stack;Top3;0.1717
Yahoo;code;Top5;0.6184
Bing;stack;Top4;0.6762
Google;stack;Top1;0.6860
Bing;geeks;Top2;0.4439
Bing;stack;Top4;0.7502
Bing;stack;Top1;0.6762
Yahoo;stack;Top4;0.8972
Bing;geeks;Top3;0.8428
Yahoo;geeks;Top3;0.9304
Bing;geeks;Top4;0.9304
Yahoo;javat;Top2;0.9072
Google;geeks;Top1;0.8386
Google;javat;Top5;0.8323
Google;stack;Top2;0.1140
Bing;javat;Top5;0.9072
Yahoo;stack;Top2;0.9716
Bing;stack;Top2;0.9606
Yahoo;stack;Top3;0.9440
Yahoo;stack;Top1;0.9374
Bing;stack;Top1;0.4367
Google;stack;Top1;0.7684
Yahoo;stack;Top2;0.4303
Google;stack;Top2;0.6185
Bing;stack;Top4;0.3263
Yahoo;stack;Top4;0.6185
Google;geeks;Top3;0.7493
Google;geeks;Top2;0.8324
Google;javat;Top1;0.7738
Bing;geeks;Top3;0.7493
Yahoo;stack;Top5;0.7370
Bing;stack;Top5;0.7370
Google;geeks;Top3;0.9228
Google;javat;Top2;0.9160
Yahoo;stack;Top4;0.9565
Bing;stack;Top5;0.5003
Yahoo;stack;Top5;0.5003
Google;javat;Top1;0.8737
Bing;geeks;Top2;0.9321
Yahoo;geeks;Top2;0.9243
Bing;stack;Top4;0.8940
Google;geeks;Top5;0.9243
Google;geeks;Top4;0.9593
Google;stack;Top2;0.4981
Bing;stack;Top5;0.5710
Yahoo;stack;Top3;0.4981
Bing;tuto;Top1;0.9281
Bing;stack;Top2;0.5367
Yahoo;tuto;Top1;0.5726
Google;javat;Top2;0.3882
Google;tuto;Top4;0.5726
Yahoo;tuto;Top4;0.7107
Google;geeks;Top1;0.9304
Bing;tuto;Top5;0.7107
Bing;tuto;Top2;0.5726
Yahoo;geeks;Top3;0.9304
Bing;geeks;Top1;0.9304
Google;stack;Top5;0.0066
Bing;geeks;Top4;0.9304
Bing;stack;Top2;0.9056
Google;stack;Top5;0.0066
Google;geeks;Top3;0.2093
Google;geeks;Top4;0.9304
Google;javat;Top1;0.5448
Yahoo;javat;Top2;0.5448
Bing;javat;Top1;0.9239
Yahoo;code;Top4;0.9093
Yahoo;stack;Top1;0.9010
Bing;javat;Top2;0.8215
Yahoo;javat;Top2;0.8215
Yahoo;code;Top4;0.2138
Yahoo;stack;Top3;0.7990
Google;stack;Top1;0.7990
Google;geeks;Top2;0.9580
Bing;code;Top4;0.2138
Yahoo;geeks;Top1;0.9503
Bing;geeks;Top1;0.9503
Bing;stack;Top3;0.7990
Google;javat;Top5;0.8215
Google;geeks;Top3;0.9862
Bing;stack;Top3;0.7730
Yahoo;geeks;Top4;0.8167
Google;stack;Top5;0.8359
Bing;geeks;Top5;0.9261
Yahoo;stack;Top5;0.8359
Bing;stack;Top1;0.9753
Bing;tuto;Top4;0.8095
Google;stack;Top3;0.9832
Yahoo;tuto;Top5;0.8095
Google;geeks;Top5;0.8095
Yahoo;tuto;Top2;0.4581
Bing;tuto;Top2;0.4581
Google;javat;Top3;0.0068
Google;tuto;Top5;0.7563
Yahoo;javat;Top2;0.0068
Bing;stack;Top5;0.7817
Bing;code;Top2;0.8029
Yahoo;code;Top2;0.8029
Google;stack;Top1;0.6170
Google;code;Top2;0.8029
Yahoo;stack;Top1;0.6170
Bing;stack;Top1;0.6170
Bing;stack;Top3;0.7031
Yahoo;stack;Top2;0.7031
Google;stack;Top2;0.6269
Google;stack;Top3;0.7031
Google;stack;Top3;0.7031
Google;stack;Top2;0.6269
Bing;stack;Top4;0.7031
Yahoo;stack;Top2;0.7031
Yahoo;geeks;Top4;0.9089
Google;javat;Top5;0.6168
Google;stack;Top4;0.9129
Yahoo;stack;Top2;0.9129
Bing;stack;Top2;0.9129
Google;javat;Top3;0.9019
Google;stack;Top1;0.8852
Bing;stack;Top2;0.8928
Yahoo;stack;Top1;0.8852
Yahoo;code;Top2;0.8337
Yahoo;javat;Top1;0.9668
Bing;stack;Top4;0.9020
Google;geeks;Top1;0.7457
Yahoo;tuto;Top4;0.4905
Yahoo;geeks;Top2;0.7457
Yahoo;code;Top5;0.8276
Yahoo;geeks;Top1;0.7866
Bing;stack;Top5;0.8600
Google;geeks;Top2;0.7457
Bing;stack;Top2;0.9020
Google;geeks;Top1;0.7866
Bing;geeks;Top3;0.7457
Yahoo;geeks;Top2;0.8936
Yahoo;stack;Top1;0.8816
Google;stack;Top1;0.5856
Google;stack;Top2;0.7063
Yahoo;stack;Top5;0.6896
Bing;geeks;Top2;0.9228
Google;geeks;Top5;0.8919
Yahoo;geeks;Top3;0.7538
Yahoo;stack;Top2;0.4854
Bing;stack;Top1;0.7029
Google;stack;Top1;0.4854
Google;stack;Top2;0.6653
Yahoo;stack;Top1;0.2320
Yahoo;geeks;Top3;0.6933
Google;code;Top4;0.6773
Yahoo;geeks;Top5;0.8495
Yahoo;stack;Top2;0.7012
Google;stack;Top2;0.7451
Yahoo;code;Top3;0.6623
Yahoo;code;Top1;0.6623
Yahoo;code;Top4;0.5078
Bing;code;Top1;0.6623
Bing;code;Top4;0.5078
Bing;stack;Top2;0.7012
Bing;code;Top3;0.6623
Google;javat;Top5;0.9059
Yahoo;javat;Top4;0.9059
Yahoo;stack;Top3;0.9069
Yahoo;geeks;Top2;0.8878
Google;geeks;Top5;0.8878
Yahoo;tuto;Top4;0.9448
Yahoo;geeks;Top5;0.9737
Bing;geeks;Top4;0.8949
Yahoo;geeks;Top5;0.8949
Google;tuto;Top2;0.9793
Google;geeks;Top5;0.8949
Yahoo;stack;Top2;0.8072
Bing;stack;Top2;0.8072
Google;stack;Top2;0.5294
Google;geeks;Top5;0.9116
Bing;stack;Top5;0.7214
Google;stack;Top1;0.5294
Bing;stack;Top1;0.8072
Yahoo;stack;Top1;0.8072
Google;tuto;Top2;0.7741
Bing;stack;Top3;0.5656
Yahoo;stack;Top4;0.6725
Bing;stack;Top1;0.3789
Yahoo;stack;Top1;0.3789
Bing;stack;Top1;0.8078
Yahoo;stack;Top1;0.8078
Google;stack;Top1;0.8078
Yahoo;geeks;Top5;0.7946
Yahoo;javat;Top4;0.6623
Yahoo;stack;Top3;0.9112
Bing;tuto;Top5;0.7399
Bing;tuto;Top1;0.3969
Yahoo;javat;Top2;0.7253
Yahoo;stack;Top5;0.5009
Bing;stack;Top4;0.7167
Yahoo;tuto;Top3;0.3969
Bing;stack;Top5;0.7022
Yahoo;stack;Top4;0.7022
Bing;stack;Top4;0.4244
Yahoo;stack;Top1;0.8089
Bing;stack;Top1;0.8089
Bing;stack;Top5;0.3647
Google;stack;Top2;0.8223
Yahoo;javat;Top5;0.7965
Bing;tuto;Top1;0.2698
Yahoo;javat;Top3;0.9125
Yahoo;stack;Top2;0.8223
Google;geeks;Top4;0.9499
Yahoo;code;Top1;0.6468
Yahoo;code;Top5;0.8020
Yahoo;code;Top3;0.6468
Google;code;Top1;0.6468
Google;code;Top2;0.6468
Google;geeks;Top5;0.8670
Yahoo;javat;Top4;0.9178
Google;stack;Top1;0.7207
Yahoo;stack;Top3;0.9175
Yahoo;stack;Top5;0.8811
Google;stack;Top3;0.7522
Bing;stack;Top3;0.7095
Yahoo;stack;Top5;0.7036
Google;stack;Top1;0.6495
Google;stack;Top3;0.7168
Yahoo;code;Top3;0.7795
Bing;tuto;Top5;0.6060
Bing;tuto;Top1;0.8864
Yahoo;stack;Top5;0.8746
Google;stack;Top1;0.8180
Bing;stack;Top1;0.8180
Yahoo;stack;Top2;0.8180
Bing;stack;Top1;0.9385
Yahoo;stack;Top1;0.9385
Google;stack;Top1;0.9385
Bing;stack;Top5;0.7649
Yahoo;stack;Top5;0.7649
Yahoo;geeks;Top4;0.8733
Bing;geeks;Top4;0.8733
Bing;stack;Top5;0.5527
Google;stack;Top3;0.7789
Google;geeks;Top1;0.7554
Google;code;Top2;0.7805
Yahoo;stack;Top5;0.5527
Bing;geeks;Top2;0.7554
